Date           ,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
13-07-2024,4.23.00 AM,CNR9590311980,Success,CID957268,Auto,Bannerghatta Road,Tumkur Road,105,25,NA,NA,Yes,Customer Demand,352,Cash,8,5,3.8
30-07-2024,5.14.00 AM,CNR3124565731,Success,CID578023,Auto,Basavanagudi,Chickpet,189,55,NA,NA,No,NA,238,UPI,6,4.5,3
20-07-2024,11.34.00 AM,CNR6090870401,Success,CID301446,Prime SUV,Ramamurthy Nagar,KR Puram,280,30,NA,NA,No,NA,477,Cash,19,4.1,4.3
23-07-2024,3.38.00 PM,CNR9405757355,Success,CID176162,Auto,Richmond Town,Banashankari,196,145,NA,NA,No,NA,186,UPI,15,4.7,4.6
01-07-2024,11.55.00 AM,CNR7078608984,Driver Not Found,CID926832,eBike,Shantinagar,Hebbal,NA,NA,NA,NA,NA,NA,117,NA,0,0,0
10-07-2024,6.52.00 PM,CNR4166475803,Success,CID615978,Prime SUV,Banashankari,Yelahanka,168,90,NA,NA,No,NA,193,UPI,13,3.8,3.2
06-07-2024,12.51.00 PM,CNR3641224150,Success,CID431557,Mini,Majestic,Magadi Road,98,60,NA,NA,No,NA,395,UPI,41,4.3,4.8
14-07-2024,4.42.00 PM,CNR7307808711,Success,CID928859,Prime SUV,MG Road,BTM Layout,147,75,NA,NA,No,NA,857,Cash,45,4.7,4
16-07-2024,10.49.00 PM,CNR9207534980,Canceled by Driver,CID926602,Prime Plus,Whitefield,Kammanahalli,NA,NA,NA,Customer related issue,NA,NA,819,NA,0,0,0
13-07-2024,10.16.00 AM,CNR8478607960,Success,CID374876,Prime Sedan,Shivajinagar,BTM Layout,35,45,NA,NA,No,NA,484,UPI,16,4.1,4.5
04-07-2024,8.50.00 AM,CNR6867991693,Success,CID139968,Prime Plus,Bellandur,Indiranagar,84,70,NA,NA,No,NA,648,Cash,3,4.9,4.8
04-07-2024,11.55.00 AM,CNR4134417165,Success,CID298474,Bike,Ulsoor,Whitefield,196,130,NA,NA,No,NA,153,Cash,20,4.1,3.9
21-07-2024,1.50.00 AM,CNR6026842144,Success,CID533256,Prime SUV,Bannerghatta Road,Padmanabhanagar,70,140,NA,NA,No,NA,232,Credit Card,28,4.3,4.7
05-07-2024,8.41.00 AM,CNR1373400641,Canceled by Driver,CID137733,Mini,Shivajinagar,Kadugodi,NA,NA,NA,More than permitted people in there,NA,NA,478,NA,0,0,0
01-07-2024,5.01.00 AM,CNR7756361076,Canceled by Driver,CID843494,Auto,Koramangala,Hebbal,NA,NA,NA,Customer was coughing/sick,NA,NA,850,NA,0,0,0
06-07-2024,12.38.00 AM,CNR1058833099,Success,CID705304,Bike,Frazer Town,Jayanagar,294,75,NA,NA,No,NA,673,Cash,25,4.1,3.6
22-07-2024,12.46.00 PM,CNR8150133799,Driver Not Found,CID406881,eBike,Chickpet,HSR Layout,NA,NA,NA,NA,NA,NA,315,NA,0,0,0
20-07-2024,12.11.00 AM,CNR3136784868,Success,CID703583,Prime SUV,Shivajinagar,Indiranagar,63,125,NA,NA,No,NA,1033,Cash,2,4.1,3.6
17-07-2024,3.54.00 AM,CNR2919641369,Canceled by Customer,CID137586,Prime SUV,Tumkur Road,Langford Town,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,825,NA,0,0,0
23-07-2024,11.49.00 PM,CNR4311649934,Canceled by Customer,CID379072,Prime SUV,Sahakar Nagar,Hosur Road,NA,NA,Wrong Address,NA,NA,NA,213,NA,0,0,0
28-07-2024,1.53.00 PM,CNR8258871692,Driver Not Found,CID804974,Auto,Peenya,Cox Town,NA,NA,NA,NA,NA,NA,125,NA,0,0,0
29-07-2024,12.08.00 AM,CNR7844432925,Success,CID635965,Prime SUV,Electronic City,KR Puram,280,80,NA,NA,No,NA,362,Cash,36,4.1,4.6
03-07-2024,4.49.00 PM,CNR3149119791,Success,CID606573,Mini,Hebbal,Ulsoor,224,50,NA,NA,No,NA,471,Credit Card,22,3.5,3.3
01-07-2024,10.15.00 PM,CNR6545513695,Success,CID932866,Prime SUV,Kengeri,Devanahalli,252,125,NA,NA,No,NA,163,UPI,23,4.3,4.3
13-07-2024,3.12.00 AM,CNR6427297269,Success,CID418039,Mini,Shivajinagar,KR Puram,56,140,NA,NA,No,NA,142,Cash,6,3.8,3.6
25-07-2024,3.49.00 AM,CNR1684336791,Canceled by Customer,CID339379,Prime Plus,HSR Layout,Kengeri,NA,NA,AC is Not working,NA,NA,NA,451,NA,0,0,0
05-07-2024,9.23.00 AM,CNR8107628541,Canceled by Customer,CID131079,Prime SUV,Peenya,Kadugodi,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,358,NA,0,0,0
03-07-2024,6.16.00 PM,CNR8516392891,Success,CID214348,Prime Sedan,Shivajinagar,Kadugodi,308,60,NA,NA,No,NA,365,Cash,36,4.9,4
12-07-2024,12.38.00 PM,CNR5043217856,Canceled by Driver,CID298396,Auto,Sarjapur Road,Chamarajpet,NA,NA,NA,Personal & Car related issue,NA,NA,752,NA,0,0,0
18-07-2024,5.39.00 PM,CNR7829903493,Canceled by Driver,CID459892,eBike,Indiranagar,Kammanahalli,NA,NA,NA,Customer was coughing/sick,NA,NA,531,NA,0,0,0
17-07-2024,10.51.00 PM,CNR4290294193,Canceled by Driver,CID451045,Auto,Richmond Town,Sahakar Nagar,NA,NA,NA,Customer was coughing/sick,NA,NA,111,NA,0,0,0
30-07-2024,5.37.00 PM,CNR4330381266,Success,CID215319,Auto,Banashankari,Rajarajeshwari Nagar,168,135,NA,NA,No,NA,216,UPI,5,4.4,4.3
11-07-2024,10.25.00 AM,CNR6146948780,Success,CID988392,eBike,Bannerghatta Road,Kammanahalli,196,125,NA,NA,No,NA,147,UPI,39,3.3,3.2
23-07-2024,6.51.00 AM,CNR4211386643,Canceled by Driver,CID351096,eBike,RT Nagar,HSR Layout,NA,NA,NA,Customer related issue,NA,NA,433,NA,0,0,0
21-07-2024,4.24.00 PM,CNR5828080027,Success,CID562246,Prime Plus,Sarjapur Road,Banashankari,287,125,NA,NA,No,NA,664,UPI,24,3.6,4.4
24-07-2024,12.10.00 AM,CNR5043719137,Success,CID638458,Mini,Banashankari,Kammanahalli,98,50,NA,NA,No,NA,159,UPI,40,4,4.7
28-07-2024,4.31.00 PM,CNR2332223815,Success,CID557188,Mini,Whitefield,Ramamurthy Nagar,70,85,NA,NA,No,NA,556,UPI,27,5,3.2
24-07-2024,2.27.00 AM,CNR5863244684,Success,CID798517,eBike,Hebbal,HSR Layout,252,110,NA,NA,Yes,Customer Demand,184,Cash,2,4.3,4.4
19-07-2024,10.54.00 PM,CNR2051641681,Success,CID776786,Auto,Ulsoor,Kadugodi,294,65,NA,NA,No,NA,295,Cash,6,3.5,3.2
04-07-2024,12.38.00 AM,CNR6963252366,Success,CID565564,Bike,Yeshwanthpur,Kadugodi,168,145,NA,NA,No,NA,794,Cash,25,4.8,4
02-07-2024,10.59.00 PM,CNR6561084640,Success,CID983895,Bike,Kengeri,Magadi Road,301,110,NA,NA,No,NA,330,Cash,27,4,4.1
03-07-2024,6.29.00 PM,CNR8606343558,Success,CID193075,Bike,Kadugodi,Yeshwanthpur,63,95,NA,NA,No,NA,187,UPI,34,4.9,3.8
24-07-2024,10.52.00 AM,CNR6129451090,Success,CID579290,Prime Sedan,Shantinagar,Bannerghatta Road,84,145,NA,NA,No,NA,487,Cash,9,3.6,3.8
19-07-2024,11.19.00 PM,CNR8991153488,Canceled by Driver,CID563608,eBike,Vijayanagar,Kadugodi,NA,NA,NA,Personal & Car related issue,NA,NA,426,NA,0,0,0
14-07-2024,8.16.00 AM,CNR3555127202,Success,CID334563,Auto,Koramangala,Varthur,105,40,NA,NA,No,NA,229,Cash,15,4.6,5
30-07-2024,6.06.00 PM,CNR2478670622,Success,CID381271,Prime Plus,Hennur,Hosur Road,154,130,NA,NA,No,NA,445,UPI,48,4.9,4.6
29-07-2024,12.13.00 PM,CNR2637746164,Success,CID131513,Auto,Hebbal,Majestic,182,70,NA,NA,No,NA,134,Cash,8,3.3,4
16-07-2024,10.32.00 AM,CNR1098685369,Success,CID366678,Auto,Basavanagudi,Nagarbhavi,154,145,NA,NA,No,NA,119,Cash,9,4.2,4
02-07-2024,6.20.00 PM,CNR3013333422,Driver Not Found,CID377403,eBike,Kadugodi,Hennur,NA,NA,NA,NA,NA,NA,214,NA,0,0,0
30-07-2024,9.17.00 AM,CNR6731320458,Success,CID470881,Prime Sedan,Hosur Road,Koramangala,77,25,NA,NA,No,NA,113,Cash,14,4.9,3.6
28-07-2024,10.17.00 AM,CNR1523677800,Canceled by Driver,CID967088,Prime SUV,Ramamurthy Nagar,Kammanahalli,NA,NA,NA,Personal & Car related issue,NA,NA,362,NA,0,0,0
09-07-2024,8.36.00 PM,CNR5683291566,Success,CID221217,Prime SUV,Sahakar Nagar,Indiranagar,119,25,NA,NA,No,NA,545,UPI,6,3.3,4.9
11-07-2024,10.28.00 AM,CNR9411398805,Success,CID416695,Prime Plus,Padmanabhanagar,RT Nagar,287,95,NA,NA,No,NA,498,Cash,11,3.2,4.3
15-07-2024,10.51.00 PM,CNR7845975089,Driver Not Found,CID221620,Bike,RT Nagar,Ulsoor,NA,NA,NA,NA,NA,NA,117,NA,0,0,0
03-07-2024,10.59.00 PM,CNR3855977560,Canceled by Driver,CID634914,Prime Sedan,Hulimavu,Richmond Town,NA,NA,NA,More than permitted people in there,NA,NA,230,NA,0,0,0
25-07-2024,1.44.00 AM,CNR6774178719,Success,CID902361,eBike,KR Puram,Marathahalli,105,35,NA,NA,No,NA,304,Cash,28,3.6,3
27-07-2024,1.10.00 PM,CNR4046969463,Canceled by Driver,CID788327,Prime Plus,Koramangala,Devanahalli,NA,NA,NA,Personal & Car related issue,NA,NA,318,NA,0,0,0
01-07-2024,9.22.00 PM,CNR4475747544,Success,CID337010,Prime Sedan,Chickpet,Langford Town,259,95,NA,NA,No,NA,130,Cash,18,3.1,4.9
07-07-2024,4.37.00 PM,CNR5165798104,Success,CID831932,Bike,Bannerghatta Road,Koramangala,189,75,NA,NA,No,NA,419,Cash,12,4.7,4.2
05-07-2024,3.15.00 PM,CNR4392965412,Canceled by Driver,CID966732,Prime SUV,Kammanahalli,Richmond Town,NA,NA,NA,Customer related issue,NA,NA,399,NA,0,0,0
22-07-2024,7.30.00 PM,CNR1167401662,Driver Not Found,CID981323,Mini,JP Nagar,Hulimavu,NA,NA,NA,NA,NA,NA,2900,NA,0,0,0
27-07-2024,11.39.00 AM,CNR2822610940,Success,CID301559,Bike,Mysore Road,Yelahanka,168,70,NA,NA,No,NA,121,Cash,31,4.2,3.1
14-07-2024,1.07.00 AM,CNR6691577601,Success,CID983207,Prime Sedan,MG Road,RT Nagar,189,90,NA,NA,No,NA,107,UPI,27,3.5,3.3
17-07-2024,9.09.00 PM,CNR9445908039,Canceled by Customer,CID921864,Mini,Hosur Road,Banashankari,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,424,NA,0,0,0
21-07-2024,8.34.00 PM,CNR3423157511,Canceled by Driver,CID704228,Bike,Electronic City,Nagarbhavi,NA,NA,NA,Customer was coughing/sick,NA,NA,307,NA,0,0,0
19-07-2024,5.32.00 PM,CNR1324239592,Success,CID647625,eBike,KR Puram,Kammanahalli,119,70,NA,NA,No,NA,583,Cash,40,4.5,4.2
05-07-2024,1.18.00 AM,CNR8086928686,Canceled by Driver,CID506037,Mini,Nagarbhavi,MG Road,NA,NA,NA,Personal & Car related issue,NA,NA,325,NA,0,0,0
22-07-2024,5.44.00 AM,CNR3412387949,Success,CID786300,Prime Sedan,Majestic,Hulimavu,154,140,NA,NA,No,NA,216,UPI,33,4.4,4.5
07-07-2024,6.55.00 AM,CNR9728294566,Canceled by Driver,CID444964,Mini,Indiranagar,Whitefield,NA,NA,NA,Customer related issue,NA,NA,337,NA,0,0,0
17-07-2024,9.06.00 PM,CNR3797886537,Success,CID692922,Prime SUV,KR Puram,Yeshwanthpur,196,120,NA,NA,No,NA,373,Cash,26,4.6,4.1
16-07-2024,3.12.00 AM,CNR2918335042,Canceled by Customer,CID267651,Bike,Magadi Road,Vijayanagar,NA,NA,Change of plans,NA,NA,NA,121,NA,0,0,0
23-07-2024,8.56.00 AM,CNR7683288053,Success,CID472301,Prime Plus,Vijayanagar,KR Puram,140,135,NA,NA,No,NA,584,UPI,18,3.1,3.3
30-07-2024,4.29.00 AM,CNR7308621555,Canceled by Customer,CID255257,Mini,Sahakar Nagar,Whitefield,NA,NA,AC is Not working,NA,NA,NA,372,NA,0,0,0
01-07-2024,11.33.00 PM,CNR6893200456,Canceled by Driver,CID590573,Prime SUV,Whitefield,Rajarajeshwari Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,482,NA,0,0,0
28-07-2024,1.48.00 AM,CNR8506315424,Canceled by Customer,CID384102,Mini,Hosur Road,Peenya,NA,NA,Wrong Address,NA,NA,NA,169,NA,0,0,0
07-07-2024,5.42.00 AM,CNR6289456005,Driver Not Found,CID341767,Bike,Malleshwaram,Malleshwaram,NA,NA,NA,NA,NA,NA,655,NA,0,0,0
26-07-2024,10.10.00 AM,CNR3652386033,Success,CID718764,Bike,Jayanagar,MG Road,119,30,NA,NA,No,NA,398,UPI,4,3.3,3.3
24-07-2024,11.32.00 AM,CNR7500140086,Success,CID711398,Prime SUV,Langford Town,Tumkur Road,154,90,NA,NA,No,NA,198,Cash,2,3.3,3.6
15-07-2024,9.55.00 AM,CNR9206491878,Driver Not Found,CID219381,Prime Sedan,Rajajinagar,Padmanabhanagar,NA,NA,NA,NA,NA,NA,482,NA,0,0,0
29-07-2024,3.17.00 AM,CNR1508971604,Success,CID902685,Prime Sedan,Hebbal,BTM Layout,238,140,NA,NA,No,NA,305,UPI,23,3.8,4.4
03-07-2024,3.14.00 PM,CNR4004898445,Canceled by Driver,CID501660,Mini,Peenya,Padmanabhanagar,NA,NA,NA,More than permitted people in there,NA,NA,294,NA,0,0,0
06-07-2024,7.14.00 AM,CNR8826275068,Success,CID257693,Prime Sedan,Richmond Town,Tumkur Road,252,65,NA,NA,No,NA,161,Cash,5,4.1,4
02-07-2024,1.18.00 PM,CNR9942066704,Canceled by Driver,CID908062,Prime Sedan,Yelahanka,Sarjapur Road,NA,NA,NA,Customer related issue,NA,NA,404,NA,0,0,0
01-07-2024,10.09.00 AM,CNR2361275900,Success,CID429569,Auto,Magadi Road,Peenya,126,60,NA,NA,No,NA,169,Cash,12,4.7,3.8
03-07-2024,9.20.00 AM,CNR4419040819,Success,CID644474,Bike,Kengeri,Devanahalli,56,45,NA,NA,No,NA,501,UPI,49,4.5,3.1
07-07-2024,4.41.00 PM,CNR1911058132,Success,CID309575,Mini,Mysore Road,Hosur Road,301,125,NA,NA,No,NA,101,Cash,1,3.6,3.7
20-07-2024,3.47.00 AM,CNR8926984331,Success,CID860681,Auto,Kengeri,Shantinagar,175,120,NA,NA,No,NA,192,Cash,15,4.6,4.5
18-07-2024,12.57.00 PM,CNR2191224963,Canceled by Driver,CID702491,Mini,Koramangala,Varthur,NA,NA,NA,More than permitted people in there,NA,NA,393,NA,0,0,0
04-07-2024,9.10.00 PM,CNR6024993831,Canceled by Customer,CID689882,eBike,Cox Town,Kadugodi,NA,NA,AC is Not working,NA,NA,NA,414,NA,0,0,0
03-07-2024,4.20.00 AM,CNR3704418934,Canceled by Customer,CID679996,Bike,Yeshwanthpur,Malleshwaram,NA,NA,Change of plans,NA,NA,NA,1816,NA,0,0,0
05-07-2024,6.38.00 AM,CNR6259704301,Success,CID228411,Prime Sedan,Jayanagar,HSR Layout,161,75,NA,NA,No,NA,366,Cash,28,3.8,3.2
11-07-2024,12.22.00 AM,CNR4588889454,Driver Not Found,CID955141,Prime SUV,Rajarajeshwari Nagar,Cox Town,NA,NA,NA,NA,NA,NA,417,NA,0,0,0
06-07-2024,8.41.00 AM,CNR9102117353,Success,CID226904,Prime Plus,Cox Town,Magadi Road,231,135,NA,NA,No,NA,2884,UPI,48,3.8,4.9
25-07-2024,7.33.00 AM,CNR9855871509,Canceled by Driver,CID750118,Prime Sedan,RT Nagar,Mysore Road,NA,NA,NA,Personal & Car related issue,NA,NA,371,NA,0,0,0
30-07-2024,7.29.00 PM,CNR6491202733,Success,CID188757,Mini,Magadi Road,Cox Town,56,45,NA,NA,No,NA,175,UPI,2,3.4,3.3
11-07-2024,12.39.00 PM,CNR1767970743,Success,CID989298,Bike,Peenya,Rajarajeshwari Nagar,70,85,NA,NA,No,NA,494,UPI,28,3.1,3.8
30-07-2024,12.04.00 PM,CNR6136026561,Success,CID233895,eBike,HSR Layout,Bellandur,49,100,NA,NA,No,NA,441,UPI,27,3.1,3.1
23-07-2024,3.34.00 PM,CNR7642653871,Success,CID877855,Prime Sedan,Banashankari,Sarjapur Road,252,80,NA,NA,No,NA,471,Cash,23,4.4,4.6
05-07-2024,9.57.00 PM,CNR8369636566,Success,CID718559,Prime Plus,Indiranagar,Yelahanka,210,85,NA,NA,No,NA,389,Cash,14,3.2,4.6
16-07-2024,9.26.00 AM,CNR8073437118,Canceled by Driver,CID580478,eBike,Hennur,Langford Town,NA,NA,NA,Customer related issue,NA,NA,202,NA,0,0,0
08-07-2024,10.13.00 PM,CNR5116585243,Canceled by Driver,CID847377,Auto,Tumkur Road,Ulsoor,NA,NA,NA,Customer was coughing/sick,NA,NA,253,NA,0,0,0
09-07-2024,6.33.00 PM,CNR9699923253,Success,CID398168,Prime SUV,Indiranagar,Basavanagudi,217,105,NA,NA,No,NA,882,Cash,43,3.2,4.1
16-07-2024,8.35.00 AM,CNR1201589640,Canceled by Customer,CID539191,Prime Sedan,Banashankari,Cox Town,NA,NA,Driver asked to cancel,NA,NA,NA,176,NA,0,0,0
08-07-2024,7.31.00 PM,CNR1689403754,Success,CID515450,Mini,Devanahalli,Hosur Road,259,120,NA,NA,No,NA,417,UPI,24,4.2,3.8
06-07-2024,11.56.00 PM,CNR1501229480,Success,CID323779,Mini,Banashankari,Richmond Town,273,55,NA,NA,No,NA,130,Credit Card,41,3.5,4.5
14-07-2024,6.47.00 AM,CNR8602417067,Success,CID771701,Prime SUV,Cox Town,Basavanagudi,168,40,NA,NA,No,NA,235,UPI,17,3.7,3.7
01-07-2024,9.16.00 AM,CNR5180944150,Success,CID200875,Prime Sedan,Magadi Road,Bannerghatta Road,231,60,NA,NA,No,NA,325,Credit Card,21,4.7,5
05-07-2024,7.57.00 AM,CNR5569548787,Success,CID141634,Prime Plus,Banashankari,Shivajinagar,252,40,NA,NA,No,NA,290,UPI,22,4.8,4.4
04-07-2024,11.51.00 PM,CNR2826030097,Success,CID786912,Bike,Koramangala,Mysore Road,63,25,NA,NA,No,NA,131,Cash,20,4.4,3.1
23-07-2024,6.37.00 PM,CNR4887495881,Canceled by Customer,CID916150,Prime SUV,Chamarajpet,Ramamurthy Nagar,NA,NA,AC is Not working,NA,NA,NA,148,NA,0,0,0
25-07-2024,2.41.00 AM,CNR4946474476,Canceled by Customer,CID605609,Bike,Chamarajpet,BTM Layout,NA,NA,AC is Not working,NA,NA,NA,463,NA,0,0,0
24-07-2024,5.57.00 AM,CNR5414099759,Success,CID387411,Prime Sedan,Rajajinagar,Ramamurthy Nagar,161,140,NA,NA,No,NA,339,UPI,17,3.1,3.4
08-07-2024,8.17.00 PM,CNR2568139914,Driver Not Found,CID878056,Prime SUV,Whitefield,RT Nagar,NA,NA,NA,NA,NA,NA,314,NA,0,0,0
22-07-2024,3.32.00 AM,CNR8892975500,Success,CID485817,Bike,Rajarajeshwari Nagar,Sahakar Nagar,91,145,NA,NA,No,NA,512,Cash,48,3.1,4.2
19-07-2024,2.31.00 PM,CNR7552726236,Driver Not Found,CID398384,Prime Plus,Magadi Road,Chickpet,NA,NA,NA,NA,NA,NA,443,NA,0,0,0
03-07-2024,9.45.00 PM,CNR1200026621,Success,CID233911,Prime SUV,Chickpet,Tumkur Road,266,85,NA,NA,No,NA,1467,UPI,32,4.7,3.5
04-07-2024,2.26.00 AM,CNR4187447284,Driver Not Found,CID657255,Prime SUV,Ramamurthy Nagar,RT Nagar,NA,NA,NA,NA,NA,NA,353,NA,0,0,0
01-07-2024,7.28.00 AM,CNR3659491874,Success,CID573670,Auto,KR Puram,Bannerghatta Road,154,110,NA,NA,No,NA,444,UPI,1,3.8,4.1
17-07-2024,7.05.00 AM,CNR3623533429,Success,CID447644,Prime Plus,Basavanagudi,Yeshwanthpur,210,55,NA,NA,No,NA,476,UPI,23,3.1,4.9
13-07-2024,8.08.00 PM,CNR3824632577,Canceled by Driver,CID713810,Bike,Sahakar Nagar,Koramangala,NA,NA,NA,Personal & Car related issue,NA,NA,142,NA,0,0,0
24-07-2024,6.37.00 AM,CNR2817233926,Success,CID620466,eBike,Kengeri,Koramangala,154,145,NA,NA,No,NA,471,UPI,26,4.9,3.8
13-07-2024,11.05.00 AM,CNR2091398962,Success,CID935203,eBike,Bannerghatta Road,Indiranagar,252,40,NA,NA,No,NA,382,Cash,21,3.6,4.2
01-07-2024,12.31.00 AM,CNR5220085842,Canceled by Driver,CID775449,Prime Sedan,Rajajinagar,Bellandur,NA,NA,NA,Personal & Car related issue,NA,NA,401,NA,0,0,0
28-07-2024,10.43.00 AM,CNR9795770576,Success,CID518512,Auto,Yelahanka,Basavanagudi,161,30,NA,NA,No,NA,148,Cash,18,3.1,4.1
15-07-2024,7.16.00 PM,CNR4627809411,Success,CID463284,Auto,Shivajinagar,Electronic City,119,100,NA,NA,No,NA,204,UPI,11,4.8,3.4
17-07-2024,11.21.00 AM,CNR4003939102,Success,CID193230,Mini,Varthur,Tumkur Road,168,110,NA,NA,No,NA,666,Cash,9,4.5,3
30-07-2024,5.53.00 AM,CNR1308261538,Success,CID605780,eBike,Richmond Town,Rajarajeshwari Nagar,126,60,NA,NA,No,NA,425,UPI,5,4.8,4.4
17-07-2024,8.58.00 AM,CNR1556710084,Success,CID201508,Prime Sedan,RT Nagar,JP Nagar,154,105,NA,NA,No,NA,172,Cash,41,3.1,4.2
27-07-2024,9.22.00 AM,CNR4639016703,Success,CID649293,Prime Plus,Langford Town,Nagarbhavi,98,50,NA,NA,No,NA,398,Cash,35,4.9,3.5
07-07-2024,9.53.00 PM,CNR3136156514,Canceled by Customer,CID270149,Prime Plus,Indiranagar,Sarjapur Road,NA,NA,Wrong Address,NA,NA,NA,741,NA,0,0,0
24-07-2024,9.47.00 AM,CNR6635680436,Driver Not Found,CID740522,Prime Plus,Devanahalli,Jayanagar,NA,NA,NA,NA,NA,NA,446,NA,0,0,0
16-07-2024,1.47.00 AM,CNR6522259243,Canceled by Driver,CID499536,Prime Sedan,Tumkur Road,Chamarajpet,NA,NA,NA,More than permitted people in there,NA,NA,315,NA,0,0,0
20-07-2024,2.52.00 AM,CNR9257492650,Success,CID288060,Bike,MG Road,Shantinagar,112,125,NA,NA,No,NA,470,Cash,38,3.6,4.2
20-07-2024,4.03.00 AM,CNR9054081319,Success,CID723227,Auto,JP Nagar,Bannerghatta Road,161,40,NA,NA,No,NA,106,UPI,7,3.4,4.9
04-07-2024,3.47.00 AM,CNR3186546295,Success,CID529533,Prime Plus,Koramangala,Bannerghatta Road,119,135,NA,NA,No,NA,1468,Cash,31,4.7,4.2
11-07-2024,3.19.00 PM,CNR5237090288,Canceled by Driver,CID422022,Prime SUV,Kadugodi,Jayanagar,NA,NA,NA,Personal & Car related issue,NA,NA,408,NA,0,0,0
04-07-2024,1.18.00 AM,CNR9526078867,Success,CID900085,eBike,HSR Layout,Hulimavu,294,95,NA,NA,Yes,Customer Demand,1805,UPI,4,3.7,4
03-07-2024,1.51.00 PM,CNR2055496400,Canceled by Customer,CID734557,Auto,Mysore Road,Sahakar Nagar,NA,NA,Driver asked to cancel,NA,NA,NA,2925,NA,0,0,0
22-07-2024,12.45.00 AM,CNR1352748737,Driver Not Found,CID392228,Prime Sedan,Hebbal,Frazer Town,NA,NA,NA,NA,NA,NA,1048,NA,0,0,0
29-07-2024,6.24.00 PM,CNR8505998754,Success,CID393226,Mini,Marathahalli,Shivajinagar,112,130,NA,NA,No,NA,360,UPI,1,4.4,4.7
08-07-2024,2.26.00 PM,CNR3848737052,Canceled by Customer,CID999015,Mini,Varthur,Kengeri,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,341,NA,0,0,0
27-07-2024,8.42.00 AM,CNR3022399674,Success,CID791723,eBike,Sarjapur Road,Peenya,287,55,NA,NA,No,NA,310,Cash,2,3.1,4.9
15-07-2024,10.10.00 PM,CNR4201304521,Success,CID207572,eBike,Kammanahalli,Frazer Town,63,105,NA,NA,No,NA,1289,Cash,3,4.4,3.3
08-07-2024,6.55.00 PM,CNR9511092010,Success,CID643112,Mini,Majestic,KR Puram,287,80,NA,NA,No,NA,1540,UPI,12,3.4,4.6
24-07-2024,4.00.00 PM,CNR8110334234,Success,CID107282,Prime Plus,MG Road,Hennur,294,50,NA,NA,No,NA,745,Cash,3,3.8,4.7
19-07-2024,8.32.00 AM,CNR1820951934,Canceled by Customer,CID228355,Prime SUV,Kammanahalli,Hosur Road,NA,NA,Driver asked to cancel,NA,NA,NA,459,NA,0,0,0
11-07-2024,2.28.00 AM,CNR3295449162,Success,CID182011,Prime SUV,Indiranagar,JP Nagar,126,45,NA,NA,No,NA,313,Cash,38,3.4,3.3
04-07-2024,1.18.00 AM,CNR8642502474,Canceled by Driver,CID252880,Prime Sedan,Hebbal,Koramangala,NA,NA,NA,Customer was coughing/sick,NA,NA,130,NA,0,0,0
04-07-2024,1.30.00 PM,CNR9405769135,Success,CID841846,eBike,Peenya,Padmanabhanagar,168,115,NA,NA,No,NA,517,Cash,14,3.6,4.7
27-07-2024,10.55.00 PM,CNR2179333461,Success,CID159326,Bike,Nagarbhavi,Vijayanagar,147,90,NA,NA,No,NA,332,UPI,31,4.4,4.3
01-07-2024,5.11.00 PM,CNR7446430391,Success,CID220370,eBike,Mysore Road,Marathahalli,224,45,NA,NA,No,NA,496,Cash,40,4.4,3.1
28-07-2024,11.40.00 PM,CNR2050487810,Canceled by Driver,CID376747,Prime SUV,Kengeri,Mysore Road,NA,NA,NA,Customer related issue,NA,NA,145,NA,0,0,0
07-07-2024,11.54.00 AM,CNR9970948492,Success,CID758267,Prime Sedan,Kammanahalli,Sahakar Nagar,112,100,NA,NA,No,NA,229,Cash,7,3,4.7
08-07-2024,4.01.00 PM,CNR3011053515,Canceled by Driver,CID131209,Bike,Rajajinagar,JP Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,470,NA,0,0,0
29-07-2024,5.16.00 AM,CNR4591666574,Success,CID229257,eBike,Ulsoor,Kengeri,196,115,NA,NA,No,NA,278,UPI,48,3.5,4.2
28-07-2024,7.15.00 AM,CNR1610148184,Success,CID131708,Mini,Sahakar Nagar,Kammanahalli,49,50,NA,NA,No,NA,790,UPI,16,3.5,3.1
16-07-2024,3.48.00 AM,CNR4526799105,Driver Not Found,CID880836,Prime SUV,Cox Town,Rajajinagar,NA,NA,NA,NA,NA,NA,941,NA,0,0,0
07-07-2024,2.33.00 PM,CNR7697944209,Driver Not Found,CID199182,Auto,Jayanagar,Shivajinagar,NA,NA,NA,NA,NA,NA,2801,NA,0,0,0
19-07-2024,5.53.00 PM,CNR7154043084,Success,CID391013,Auto,Marathahalli,Indiranagar,140,115,NA,NA,Yes,Customer Demand,525,UPI,11,3,4.5
20-07-2024,8.07.00 PM,CNR9283642129,Canceled by Driver,CID276282,Prime SUV,RT Nagar,RT Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,433,NA,0,0,0
